signal_id,extract_kind,unpacker,body_size,body_sha256,call_site,buf_off,bit_len,start_arg,signed,dest,dest_width,first_consumer,window_lo,window_hi,classification,classification_basis
247,bitfield,0x4B004,148,1b0046b6dd8a243f25c9404b11a555779d95a99327e86236d0b12bbc4e57a56f,0x4B066,354,1,3,0,0xFEBE8046,1,0x56FC2,0x4B026,0x4B066,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
248,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226D4,0x226D6,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
249,bitfield,0x4B004,148,1b0046b6dd8a243f25c9404b11a555779d95a99327e86236d0b12bbc4e57a56f,0x4B080,354,10,0,0,0xFEBE8040,2,0x56FC2,0x4B040,0x4B080,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
250,none,0x0,0,none,0x0,352,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226D8,0x226DA,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
251,bitfield,0x4B09C,130,182cc9073ee7df7142236f05c07ecb1136dfd3b6f1a068dc40b0ad434841785c,0x4B106,360,1,3,0,0xFEBE804C,1,0x56FC2,0x4B0C6,0x4B106,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
252,bitfield,0x4B09C,130,182cc9073ee7df7142236f05c07ecb1136dfd3b6f1a068dc40b0ad434841785c,0x4B0CE,361,16,0,1,0xFEBE8048,2,0x56FC2,0x4B09C,0x4B0CE,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
253,bitfield,0x4B09C,130,182cc9073ee7df7142236f05c07ecb1136dfd3b6f1a068dc40b0ad434841785c,0x4B0EC,363,16,0,1,0xFEBE804A,2,0x56FC2,0x4B0AC,0x4B0EC,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
254,none,0x0,0,none,0x0,360,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226E0,0x226E2,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
255,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B150,368,5,3,0,0xFEBE804F,1,0x56FC2,0x4B122,0x4B150,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
256,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B16A,368,1,2,0,0xFEBE8050,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B12A,0x4B16A,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
257,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B184,368,1,1,0,0xFEBE8051,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B144,0x4B184,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
258,none,0x0,0,none,0x0,368,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226E8,0x226EA,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
259,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B19E,369,6,2,0,0xFEBE8052,1,0x56FC2,0x4B15E,0x4B19E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
260,none,0x0,0,none,0x0,368,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226EC,0x226EE,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
261,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B1B8,369,1,0,0,0xFEBE8053,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B178,0x4B1B8,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
262,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B1D2,370,1,7,0,0xFEBE8054,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B192,0x4B1D2,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
263,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B1EC,370,1,6,0,0xFEBE8055,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B1AC,0x4B1EC,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
264,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B206,370,1,5,0,0xFEBE8056,1,0x56FC2,0x4B1C6,0x4B206,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
265,none,0x0,0,none,0x0,368,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226F6,0x226F8,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
266,bitfield,0x4B122,278,15a9b7394f0ba10cea2389d3ab81ef7b79aaff7958af1a26a2e5840c6420c751,0x4B220,370,4,0,0,0xFEBE8059,1,0x56FC2,0x4B1E0,0x4B220,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
267,none,0x0,0,none,0x0,368,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x226FA,0x226FC,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
268,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B26E,376,1,7,0,0xFEBE8066,1,0x56FC2,0x4B23C,0x4B26E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
269,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B288,376,1,6,0,0xFEBE8067,1,0x56FC2,0x4B248,0x4B288,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
270,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B2A2,376,10,0,0,0xFEBE805A,2,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B262,0x4B2A2,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
271,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B2CE,378,1,7,0,0xFEBE8068,1,0x56FC2,0x4B28E,0x4B2CE,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
272,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B2E8,378,1,6,0,0xFEBE8069,1,0x56FC2,0x4B2A8,0x4B2E8,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
273,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B302,378,10,0,0,0xFEBE805C,2,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B2C2,0x4B302,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
274,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B32E,380,1,7,0,0xFEBE806A,1,0x56FC2,0x4B2EE,0x4B32E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
275,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B348,380,1,6,0,0xFEBE806B,1,0x56FC2,0x4B308,0x4B348,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
276,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B362,380,10,0,0,0xFEBE805E,2,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B322,0x4B362,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
277,none,0x0,0,none,0x0,376,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2270E,0x22710,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
278,bitfield,0x4B23C,362,0b5969924482d72aa7361e37fc06feaa162f38adeb195569b09e98387d3d5b2d,0x4B38E,404,4,4,0,0xFEBE806C,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B34E,0x4B38E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
279,none,0x0,0,none,0x0,376,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22712,0x22714,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
280,bitfield,0x4B3AA,194,8f85c500735112fe26b4f8e4c8427412470ec651682d6dd8c4f0f23e3b102869,0x4B418,408,1,7,0,0xFEBE8072,1,0x56FC2,0x4B3D8,0x4B418,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
281,bitfield,0x4B3AA,194,8f85c500735112fe26b4f8e4c8427412470ec651682d6dd8c4f0f23e3b102869,0x4B432,408,1,6,0,0xFEBE8077,1,0x56FC2,0x4B3F2,0x4B432,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
282,none,0x0,0,none,0x0,408,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22718,0x2271A,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
283,bitfield,0x4B3AA,194,8f85c500735112fe26b4f8e4c8427412470ec651682d6dd8c4f0f23e3b102869,0x4B3E2,409,16,0,0,0xFEBE8070,2,0x52D3C,0x4B3AA,0x4B3E2,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
284,bitfield,0x4B3AA,194,8f85c500735112fe26b4f8e4c8427412470ec651682d6dd8c4f0f23e3b102869,0x4B3FE,411,16,0,0,0xFEBE8072,2,0x56FC2,0x4B3BE,0x4B3FE,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
285,none,0x0,0,none,0x0,408,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2271E,0x22720,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
286,bitfield,0x4B3AA,194,8f85c500735112fe26b4f8e4c8427412470ec651682d6dd8c4f0f23e3b102869,0x4B44C,436,4,4,0,0xFEBE8079,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B40C,0x4B44C,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
287,none,0x0,0,none,0x0,408,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22722,0x22724,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
288,bitfield,0x4B470,98,8643055ab34b80fbdecfadaa4af1fc79a0afb79a0425e9f10f1ec4af39c525c3,0x4B49E,442,2,4,0,0xFEBE807E,1,0x4703E,0x4B470,0x4B49E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
289,bitfield,0x4B470,98,8643055ab34b80fbdecfadaa4af1fc79a0afb79a0425e9f10f1ec4af39c525c3,0x4B4BA,442,12,0,1,0xFEBE807C,2,0x4703E,0x4B47A,0x4B4BA,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
290,none,0x0,0,none,0x0,440,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x22728,0x2272A,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
291,bitfield,0x4B4D6,98,8a3fb5376527796225d7257802b5ded640e3a78f51fca2f394eb71541fb58224,0x4B504,448,2,4,0,0xFEBE8084,1,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B4D6,0x4B504,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
292,bitfield,0x4B4D6,98,8a3fb5376527796225d7257802b5ded640e3a78f51fca2f394eb71541fb58224,0x4B520,448,12,0,1,0xFEBE8082,2,configured-unresolved; bound=Ghidra READ xref of dest excluding COM unpacker cluster 0x4A200-0x4B700,0x4B4E0,0x4B520,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
293,none,0x0,0,none,0x0,448,0,0,0,none,0,none as configured COM signal; PDU handler extracts other signal IDs,0x2272E,0x22730,configured_not_extracted_by_pdu_handler,"same PDU has recovered generated extraction calls, but this configured signal ID is absent from the complete receive-signal/group-byte API census"
294,bitfield,0x4B53C,122,5ef1613647947cd565b0cea147f07aa8fa3d73c368ad337bbd53a2a2743a49ba,0x4B56A,456,8,0,0,0xFEBE8087,1,0x56FC2,0x4B53C,0x4B56A,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
295,bitfield,0x4B53C,122,5ef1613647947cd565b0cea147f07aa8fa3d73c368ad337bbd53a2a2743a49ba,0x4B584,457,8,0,0,0xFEBE8088,1,0x56FC2,0x4B544,0x4B584,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
296,bitfield,0x4B53C,122,5ef1613647947cd565b0cea147f07aa8fa3d73c368ad337bbd53a2a2743a49ba,0x4B59E,458,8,0,0,0xFEBE808B,1,0x56FC2,0x4B55E,0x4B59E,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
297,bitfield,0x4B5BA,96,099af0dfe27c098a9351ff6e7f6a7715434444ff569769f1fd478eda6b77a335,0x4B5E8,464,3,4,0,0xFEBE808C,1,0x56FC2,0x4B5BA,0x4B5E8,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
298,bitfield,0x4B5BA,96,099af0dfe27c098a9351ff6e7f6a7715434444ff569769f1fd478eda6b77a335,0x4B602,464,4,0,0,0xFEBE808D,1,0x56FC2,0x4B5C2,0x4B602,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
299,bitfield,0x4B61E,70,8ad21a568b33d66ac998349d9ba1d2d1765805b24497cbace2ce711e4bbc6f96,0x4B64C,465,4,0,0,0xFEBE8090,1,0x56FC2,0x4B61E,0x4B64C,extracted_bitfield,direct application_com_receive_signal call with recoverable immediate signal/offset/width/destination arguments
