entry_addr,body_bytes,name,name_source,is_thunk,calling_convention,caller_count,callee_count,root_kind,ram_ref_count,mmio_ref_count,codeflash_data_ref_count,string_ref_count,subsystem,evidence_grade
0x0007b574,6,FUN_0007b574,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007b57a,2,FUN_0007b57a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007b57c,2,FUN_0007b57c,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007b57e,68,FUN_0007b57e,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007b5c2,114,FUN_0007b5c2,DEFAULT,false,__stdcall,1,2,,3,0,2,0,application,recovered
0x0007b634,36,FUN_0007b634,DEFAULT,false,__stdcall,0,1,,0,0,2,0,application,recovered
0x0007b658,38,FUN_0007b658,DEFAULT,false,__stdcall,0,1,,0,0,2,0,application,recovered
0x0007b67e,2,FUN_0007b67e,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007b680,56,FUN_0007b680,DEFAULT,false,__stdcall,1,2,,3,0,2,0,application,recovered
0x0007b6ea,36,FUN_0007b6ea,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007b70e,94,FUN_0007b70e,DEFAULT,false,__stdcall,1,4,,2,0,2,0,application,recovered
0x0007b76c,52,FUN_0007b76c,DEFAULT,false,__stdcall,1,1,,2,0,1,0,application,recovered
0x0007b7a0,40,FUN_0007b7a0,DEFAULT,false,__stdcall,2,3,,0,0,1,0,application,recovered
0x0007b7c8,40,FUN_0007b7c8,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0007b7f0,40,FUN_0007b7f0,DEFAULT,false,__stdcall,2,3,,0,0,1,0,application,recovered
0x0007b818,84,FUN_0007b818,DEFAULT,false,__stdcall,1,3,,3,0,1,0,application,recovered
0x0007b86c,66,FUN_0007b86c,DEFAULT,false,__stdcall,1,4,,1,0,0,0,application,recovered
0x0007b8ae,46,FUN_0007b8ae,DEFAULT,false,__stdcall,1,4,,0,0,2,0,application,recovered
0x0007b8dc,32,FUN_0007b8dc,DEFAULT,false,__stdcall,1,2,,0,0,0,0,application,recovered
0x0007b8fc,178,FUN_0007b8fc,DEFAULT,false,__stdcall,0,5,,2,0,2,0,application,recovered
0x0007b9ae,156,FUN_0007b9ae,DEFAULT,false,__stdcall,0,5,,2,0,2,0,application,recovered
0x0007ba4a,178,FUN_0007ba4a,DEFAULT,false,__stdcall,0,4,,3,0,2,0,application,recovered
0x0007bb8e,66,FUN_0007bb8e,DEFAULT,false,__stdcall,1,4,,1,0,1,0,application,recovered
0x0007bbd0,94,FUN_0007bbd0,DEFAULT,false,__stdcall,1,5,,2,0,1,0,application,recovered
0x0007bc2e,38,FUN_0007bc2e,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0007bc54,46,FUN_0007bc54,DEFAULT,false,__stdcall,1,3,,0,0,1,0,application,recovered
0x0007bc82,44,FUN_0007bc82,DEFAULT,false,__stdcall,1,0,,5,0,1,0,application,recovered
0x0007bcd0,28,FUN_0007bcd0,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0007bcec,36,FUN_0007bcec,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0007bd10,34,FUN_0007bd10,DEFAULT,false,__stdcall,1,1,,0,0,1,0,application,recovered
0x0007bd32,24,FUN_0007bd32,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0007bd4a,74,FUN_0007bd4a,DEFAULT,false,__stdcall,2,5,,0,0,0,0,application,recovered
0x0007bd94,238,FUN_0007bd94,DEFAULT,false,__stdcall,1,10,,4,0,5,0,application,recovered
0x0007be82,50,FUN_0007be82,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0007beb4,40,FUN_0007beb4,DEFAULT,false,__stdcall,1,3,,0,0,1,0,application,recovered
0x0007bedc,2,FUN_0007bedc,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bede,2,FUN_0007bede,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bee0,2,FUN_0007bee0,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bee2,2,FUN_0007bee2,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bee4,4,FUN_0007bee4,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bee8,6,FUN_0007bee8,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007beee,4,FUN_0007beee,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bef6,92,FUN_0007bef6,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bf52,50,FUN_0007bf52,DEFAULT,false,__stdcall,1,1,,2,0,0,0,application,recovered
0x0007bf84,2,FUN_0007bf84,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bf86,2,FUN_0007bf86,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bf88,2,FUN_0007bf88,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007bf8a,66,FUN_0007bf8a,DEFAULT,false,__stdcall,1,2,,2,0,1,0,application,recovered
0x0007bffe,64,FUN_0007bffe,DEFAULT,false,__stdcall,6,0,,3,0,3,0,application,recovered
0x0007c03e,178,application_com_receive_signal,USER_DEFINED,false,__stdcall,33,2,,5,0,1,0,application,annotated
0x0007c0f0,322,application_com_send_signal,USER_DEFINED,false,__stdcall,2,3,,5,0,2,0,application,annotated
0x0007c232,184,application_com_pack_big_endian_signal,USER_DEFINED,false,__stdcall,4,2,,5,0,1,0,application,annotated
0x0007c304,316,FUN_0007c304,DEFAULT,false,__stdcall,1,4,,8,0,7,0,application,recovered
0x0007c440,220,FUN_0007c440,DEFAULT,false,__stdcall,1,4,,4,0,6,0,application,recovered
0x0007c51c,52,FUN_0007c51c,DEFAULT,false,__stdcall,1,0,,2,0,3,0,application,recovered
0x0007c55a,54,FUN_0007c55a,DEFAULT,false,__stdcall,1,0,,6,0,1,0,application,recovered
0x0007c5b2,36,FUN_0007c5b2,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007c5d6,36,FUN_0007c5d6,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007c5fa,70,FUN_0007c5fa,DEFAULT,false,__stdcall,1,2,,1,0,2,0,application,recovered
0x0007c640,212,application_com_rx_indication,USER_DEFINED,false,__stdcall,0,8,,2,0,5,0,application,annotated
0x0007c714,4,FUN_0007c714,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007c718,124,FUN_0007c718,DEFAULT,false,__stdcall,1,13,,0,0,4,0,application,recovered
0x0007c794,14,FUN_0007c794,DEFAULT,false,__stdcall,1,1,,0,0,0,0,application,recovered
0x0007c7c2,520,FUN_0007c7c2,DEFAULT,false,__stdcall,1,6,,9,0,9,0,application,recovered
0x0007c9ca,42,FUN_0007c9ca,DEFAULT,false,__stdcall,2,0,,2,0,0,0,application,recovered
0x0007c9f4,44,FUN_0007c9f4,DEFAULT,false,__stdcall,3,1,,1,0,1,0,application,recovered
0x0007ca20,404,FUN_0007ca20,DEFAULT,false,__stdcall,1,8,,6,0,14,0,application,recovered
0x0007cbb4,196,FUN_0007cbb4,DEFAULT,false,__stdcall,1,1,,9,0,3,0,application,recovered
0x0007cc78,116,FUN_0007cc78,DEFAULT,false,__stdcall,1,0,,1,0,9,0,application,recovered
0x0007ccec,122,FUN_0007ccec,DEFAULT,false,__stdcall,1,3,,3,0,4,0,application,recovered
0x0007cd66,76,FUN_0007cd66,DEFAULT,false,__stdcall,1,1,,0,0,4,0,application,recovered
0x0007cdb2,72,FUN_0007cdb2,DEFAULT,false,__stdcall,1,4,,0,0,3,0,application,recovered
0x0007cdfa,46,FUN_0007cdfa,DEFAULT,false,__stdcall,1,0,,2,0,0,0,application,recovered
0x0007ce28,306,application_com_transmit_pending_pdu,USER_DEFINED,false,__stdcall,1,12,,3,0,7,0,application,annotated
0x0007cf5a,244,FUN_0007cf5a,DEFAULT,false,__stdcall,2,3,,2,0,2,0,application,recovered
0x0007d04e,92,application_com_tx_main,USER_DEFINED,false,__stdcall,1,4,,0,0,2,0,application,annotated
0x0007d0aa,262,FUN_0007d0aa,DEFAULT,false,__stdcall,1,8,,5,0,11,0,application,recovered
0x0007d1b0,78,FUN_0007d1b0,DEFAULT,false,__stdcall,3,3,,0,0,3,0,application,recovered
0x0007d1fe,40,FUN_0007d1fe,DEFAULT,false,__stdcall,1,0,,1,0,2,0,application,recovered
0x0007d226,44,FUN_0007d226,DEFAULT,false,__stdcall,1,0,,5,0,1,0,application,recovered
0x0007d252,38,FUN_0007d252,DEFAULT,false,__stdcall,1,0,,1,0,2,0,application,recovered
0x0007d278,28,FUN_0007d278,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007d294,60,FUN_0007d294,DEFAULT,false,__stdcall,1,0,,6,0,1,0,application,recovered
0x0007d2f4,50,FUN_0007d2f4,DEFAULT,false,__stdcall,2,2,,2,0,0,0,application,recovered
0x0007d326,42,FUN_0007d326,DEFAULT,false,__stdcall,2,2,,2,0,0,0,application,recovered
0x0007d37e,114,FUN_0007d37e,DEFAULT,false,__stdcall,6,3,,2,0,3,0,application,recovered
0x0007d3f0,4,FUN_0007d3f0,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d3f4,6,FUN_0007d3f4,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d3fa,2,FUN_0007d3fa,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d3fc,2,FUN_0007d3fc,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d3fe,20,FUN_0007d3fe,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007d412,138,FUN_0007d412,DEFAULT,false,__stdcall,1,2,,4,0,6,0,application,recovered
0x0007d49c,2,FUN_0007d49c,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d49e,2,FUN_0007d49e,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d4a2,2,FUN_0007d4a2,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d4a4,4,FUN_0007d4a4,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x0007d4a8,2,FUN_0007d4a8,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d4aa,2,FUN_0007d4aa,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d4ac,2,FUN_0007d4ac,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d4b0,2,FUN_0007d4b0,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d4b2,2,FUN_0007d4b2,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x0007d4b4,2,FUN_0007d4b4,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d4b6,2,FUN_0007d4b6,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x0007d526,132,FUN_0007d526,DEFAULT,false,__stdcall,6,3,,3,0,1,0,application,recovered
0x0007d5aa,130,FUN_0007d5aa,DEFAULT,false,__stdcall,6,3,,3,0,1,0,application,recovered
0x0007d62c,2,FUN_0007d62c,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d62e,2,FUN_0007d62e,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d630,2,FUN_0007d630,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d632,2,FUN_0007d632,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d634,2,FUN_0007d634,DEFAULT,false,__stdcall,0,0,,0,0,0,0,application,recovered
0x0007d636,4,FUN_0007d636,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d63a,4,FUN_0007d63a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d63e,84,application_com_receive_signal_group_bytes,USER_DEFINED,false,__stdcall,2,2,,2,0,1,0,application,annotated
0x0007d692,4,FUN_0007d692,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007d696,88,FUN_0007d696,DEFAULT,false,__stdcall,1,1,,13,0,2,0,application,recovered
0x0007d6f8,32,FUN_0007d6f8,DEFAULT,false,__stdcall,4,0,,1,0,2,0,application,recovered
0x0007d718,136,FUN_0007d718,DEFAULT,false,__stdcall,1,2,,8,0,3,0,application,recovered
0x0007d7a0,134,FUN_0007d7a0,DEFAULT,false,__stdcall,1,2,,3,0,1,0,application,recovered
0x0007d826,134,FUN_0007d826,DEFAULT,false,__stdcall,2,2,,7,0,3,0,application,recovered
0x0007d8ac,122,FUN_0007d8ac,DEFAULT,false,__stdcall,1,2,,3,0,1,0,application,recovered
0x0007d93a,106,FUN_0007d93a,DEFAULT,false,__stdcall,1,3,,3,0,1,0,application,recovered
0x0007d9e4,34,FUN_0007d9e4,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007da06,64,FUN_0007da06,DEFAULT,false,__stdcall,10,4,,0,0,1,0,application,recovered
0x0007da46,26,FUN_0007da46,DEFAULT,false,__stdcall,1,1,,1,0,1,0,application,recovered
0x0007da76,26,FUN_0007da76,DEFAULT,false,__stdcall,2,0,,0,0,2,0,application,recovered
0x0007dac2,146,FUN_0007dac2,DEFAULT,false,__stdcall,1,2,,4,0,3,0,application,recovered
0x0007db54,48,FUN_0007db54,DEFAULT,false,__stdcall,1,2,,0,0,1,0,application,recovered
0x0007db84,38,FUN_0007db84,DEFAULT,false,__stdcall,1,2,,0,0,0,0,application,recovered
0x0007dbaa,34,FUN_0007dbaa,DEFAULT,false,__stdcall,1,1,,0,0,0,0,application,recovered
0x0007dbcc,94,FUN_0007dbcc,DEFAULT,false,__stdcall,1,2,,1,0,2,0,application,recovered
0x0007dc2a,24,FUN_0007dc2a,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007dc42,24,FUN_0007dc42,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007dc62,24,FUN_0007dc62,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007dc7a,2,FUN_0007dc7a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007dc7c,4,FUN_0007dc7c,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x0007dc80,4,FUN_0007dc80,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007dc84,4,FUN_0007dc84,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007dc88,2,FUN_0007dc88,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007dc8e,2,FUN_0007dc8e,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007dc90,4,FUN_0007dc90,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007dc94,56,FUN_0007dc94,DEFAULT,false,__stdcall,1,0,,1,0,2,0,application,recovered
0x0007dccc,182,FUN_0007dccc,DEFAULT,false,__stdcall,1,7,,4,0,1,0,application,recovered
0x0007dd82,16,FUN_0007dd82,DEFAULT,false,__stdcall,1,2,,0,0,0,0,application,recovered
0x0007dd92,2,FUN_0007dd92,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007dd96,12,FUN_0007dd96,DEFAULT,false,__stdcall,1,1,,0,0,0,0,application,recovered
0x0007dda2,32,FUN_0007dda2,DEFAULT,false,__stdcall,2,0,,0,0,2,0,application,recovered
0x0007ddc2,32,FUN_0007ddc2,DEFAULT,false,__stdcall,4,0,,0,0,2,0,application,recovered
0x0007dde2,32,FUN_0007dde2,DEFAULT,false,__stdcall,2,0,,0,0,2,0,application,recovered
0x0007de44,22,FUN_0007de44,DEFAULT,false,__stdcall,1,1,,0,0,1,0,application,recovered
0x0007de70,22,FUN_0007de70,DEFAULT,false,__stdcall,1,1,,0,0,1,0,application,recovered
0x0007deb0,16,FUN_0007deb0,DEFAULT,false,__stdcall,1,2,,0,0,0,0,application,recovered
0x0007dec0,12,FUN_0007dec0,DEFAULT,false,__stdcall,3,1,,0,0,0,0,application,recovered
0x0007decc,12,FUN_0007decc,DEFAULT,false,__stdcall,3,1,,0,0,0,0,application,recovered
0x0007dfac,46,FUN_0007dfac,DEFAULT,false,__stdcall,1,0,,1,0,1,0,application,recovered
0x0007dfda,58,FUN_0007dfda,DEFAULT,false,__stdcall,2,2,,3,0,0,0,application,recovered
0x0007e014,94,FUN_0007e014,DEFAULT,false,__stdcall,1,5,,6,0,1,0,application,recovered
0x0007e072,132,FUN_0007e072,DEFAULT,false,__stdcall,1,4,,6,0,2,0,application,recovered
0x0007e0f6,42,FUN_0007e0f6,DEFAULT,false,__stdcall,1,2,,1,0,0,0,application,recovered
0x0007e120,48,FUN_0007e120,DEFAULT,false,__stdcall,1,2,,0,0,2,0,application,recovered
0x0007e164,44,FUN_0007e164,DEFAULT,false,__stdcall,1,1,,0,0,3,0,application,recovered
0x0007e22a,38,FUN_0007e22a,DEFAULT,false,__stdcall,1,0,,0,0,3,0,application,recovered
0x0007e250,40,FUN_0007e250,DEFAULT,false,__stdcall,1,1,,0,0,3,0,application,recovered
0x0007e278,2,FUN_0007e278,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007e29a,32,FUN_0007e29a,DEFAULT,false,__stdcall,1,0,,0,0,2,0,application,recovered
0x0007e2ba,32,FUN_0007e2ba,DEFAULT,false,__stdcall,5,0,,0,0,2,0,application,recovered
0x0007e2da,2,FUN_0007e2da,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007e30c,76,application_pdur_tx_confirmation_router,USER_DEFINED,false,__stdcall,1,2,,0,0,4,0,application,annotated
0x0007e39a,42,FUN_0007e39a,DEFAULT,false,__stdcall,1,1,,1,0,1,0,application,recovered
0x0007e3c4,44,FUN_0007e3c4,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0007e3f0,34,FUN_0007e3f0,DEFAULT,false,__stdcall,6,2,,0,0,0,0,application,recovered
0x0007e412,108,FUN_0007e412,DEFAULT,false,__stdcall,4,5,,1,0,0,0,application,recovered
0x0007e47e,80,FUN_0007e47e,DEFAULT,false,__stdcall,2,1,,1,0,2,0,application,recovered
0x0007e4ce,32,FUN_0007e4ce,DEFAULT,false,__stdcall,1,0,,0,0,2,0,application,recovered
0x0007e4ee,22,FUN_0007e4ee,DEFAULT,false,__stdcall,6,0,,0,0,1,0,application,recovered
0x0007e504,180,FUN_0007e504,DEFAULT,false,__stdcall,1,2,,2,0,5,0,application,recovered
0x0007e5b8,58,FUN_0007e5b8,DEFAULT,false,__stdcall,2,1,,0,0,2,0,application,recovered
0x0007e5f2,124,application_canif_get_tx_can_id,USER_DEFINED,false,__stdcall,0,0,,0,0,12,0,application,annotated
0x0007e66e,138,FUN_0007e66e,DEFAULT,false,__stdcall,1,4,,5,0,6,0,application,recovered
0x0007e6f8,84,FUN_0007e6f8,DEFAULT,false,__stdcall,1,1,,0,0,2,0,application,recovered
0x0007e74c,74,FUN_0007e74c,DEFAULT,false,__stdcall,1,1,,0,0,0,0,application,recovered
0x0007e796,70,FUN_0007e796,DEFAULT,false,__stdcall,2,2,,1,0,3,0,application,recovered
0x0007e7dc,370,FUN_0007e7dc,DEFAULT,false,__stdcall,1,8,,6,0,3,0,application,recovered
0x0007e94e,70,FUN_0007e94e,DEFAULT,false,__stdcall,1,1,,1,0,0,0,application,recovered
0x0007ea0e,98,FUN_0007ea0e,DEFAULT,false,__stdcall,2,4,,2,0,3,0,application,recovered
0x0007ea70,2,FUN_0007ea70,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x0007ea74,80,FUN_0007ea74,DEFAULT,false,__stdcall,1,5,,0,0,4,0,application,recovered
0x0007eac4,44,FUN_0007eac4,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0007eaf0,50,FUN_0007eaf0,DEFAULT,false,__stdcall,2,0,,0,0,2,0,application,recovered
0x0007eb22,312,FUN_0007eb22,DEFAULT,false,__stdcall,1,0,,2,0,4,0,application,recovered
0x0007ec5a,434,application_canif_enqueue_tx,USER_DEFINED,false,__stdcall,1,4,,6,0,4,0,application,annotated
0x0007ee0c,160,application_canif_transmit,USER_DEFINED,false,__stdcall,3,1,,0,0,19,0,application,annotated
0x0007eeac,206,FUN_0007eeac,DEFAULT,false,__stdcall,2,5,,6,0,3,0,application,recovered
0x0007ef7a,28,FUN_0007ef7a,DEFAULT,false,__stdcall,1,1,,0,0,1,0,application,recovered
0x0007f002,110,application_canif_tx_confirmation,USER_DEFINED,false,__stdcall,0,1,,0,0,22,0,application,annotated
0x0007f070,254,application_can_queue_to_rscfd,USER_DEFINED,false,__stdcall,2,3,,1,0,3,0,application,annotated
0x0007f16e,148,FUN_0007f16e,DEFAULT,false,__stdcall,1,3,,4,0,3,0,application,recovered
0x0007f202,140,FUN_0007f202,DEFAULT,false,__stdcall,1,3,,3,0,4,0,application,recovered
0x0007f28e,54,FUN_0007f28e,DEFAULT,false,__stdcall,1,0,,2,0,2,0,application,recovered
0x0007f2c4,140,FUN_0007f2c4,DEFAULT,false,__stdcall,1,1,,4,0,2,0,application,recovered
0x0007f350,394,FUN_0007f350,DEFAULT,false,__stdcall,2,8,,4,0,3,0,application,recovered
0x0007f4da,222,FUN_0007f4da,DEFAULT,false,__stdcall,1,1,,11,0,8,0,application,recovered
0x0007f5b8,156,FUN_0007f5b8,DEFAULT,false,__stdcall,1,3,,5,0,4,0,application,recovered
0x0007f654,152,FUN_0007f654,DEFAULT,false,__stdcall,1,3,,4,0,4,0,application,recovered
0x0007f6ec,172,FUN_0007f6ec,DEFAULT,false,__stdcall,2,3,,5,0,4,0,application,recovered
0x0007f798,82,FUN_0007f798,DEFAULT,false,__stdcall,1,0,,2,0,1,0,application,recovered
0x0007f7ea,296,FUN_0007f7ea,DEFAULT,false,__stdcall,1,5,,2,0,2,0,application,recovered
0x0007f912,76,FUN_0007f912,DEFAULT,false,__stdcall,1,1,,2,0,2,0,application,recovered
0x0007f95e,248,FUN_0007f95e,DEFAULT,false,__stdcall,2,2,,2,0,2,0,application,recovered
0x0007fa56,128,application_can_rx_queue_ingress,USER_DEFINED,false,__stdcall,1,3,,2,0,4,0,application,annotated
0x0007fad6,94,FUN_0007fad6,DEFAULT,false,__stdcall,1,0,,6,0,3,0,application,recovered
0x0007fb34,52,FUN_0007fb34,DEFAULT,false,__stdcall,3,2,,3,0,1,0,application,recovered
0x0007fb68,52,FUN_0007fb68,DEFAULT,false,__stdcall,1,3,,1,0,0,0,application,recovered
0x0007fb9c,74,FUN_0007fb9c,DEFAULT,false,__stdcall,1,3,,1,0,3,0,application,recovered
0x0007fbe6,88,FUN_0007fbe6,DEFAULT,false,__stdcall,1,3,,2,0,2,0,application,recovered
0x0007fc3e,42,FUN_0007fc3e,DEFAULT,false,__stdcall,4,2,,1,0,0,0,application,recovered
0x0007fc68,34,FUN_0007fc68,DEFAULT,false,__stdcall,1,1,,0,0,2,0,application,recovered
0x0007fc8a,74,FUN_0007fc8a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007fcd4,114,FUN_0007fcd4,DEFAULT,false,__stdcall,2,3,,4,0,0,0,application,recovered
0x0007fd46,126,FUN_0007fd46,DEFAULT,false,__stdcall,4,2,,4,0,1,0,application,recovered
0x0007fdc4,102,FUN_0007fdc4,DEFAULT,false,__stdcall,1,1,,0,0,3,0,application,recovered
0x0007fe6e,10,FUN_0007fe6e,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0007fe78,2,FUN_0007fe78,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007fe7a,2,FUN_0007fe7a,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007fe7c,2,FUN_0007fe7c,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x0007fe7e,2,FUN_0007fe7e,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0007fe80,38,FUN_0007fe80,DEFAULT,false,__stdcall,3,0,,1,0,1,0,application,recovered
0x0007ff86,128,application_can_special_rx_demux,USER_DEFINED,false,__stdcall,0,0,,0,0,3,0,application,annotated
0x00080006,204,application_can_normal_rx_demux,USER_DEFINED,false,__stdcall,0,5,,0,0,10,0,application,annotated
0x00080114,144,application_can_diagnostic_rx_demux,USER_DEFINED,false,__stdcall,0,2,,0,0,9,0,application,annotated
0x000801a4,46,FUN_000801a4,DEFAULT,false,__stdcall,1,1,,0,0,2,0,application,recovered
0x000801d2,46,FUN_000801d2,DEFAULT,false,__stdcall,3,1,,0,0,2,0,application,recovered
0x00080242,46,FUN_00080242,DEFAULT,false,__stdcall,2,1,,0,0,2,0,application,recovered
0x00080270,2,FUN_00080270,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00080272,2,FUN_00080272,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00080274,2,FUN_00080274,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00080276,130,FUN_00080276,DEFAULT,false,__stdcall,1,4,,3,0,13,0,application,recovered
0x000802f8,106,FUN_000802f8,DEFAULT,false,__stdcall,1,0,,0,0,21,0,application,recovered
0x00080362,92,FUN_00080362,DEFAULT,false,__stdcall,2,0,,0,0,17,0,application,recovered
0x000803be,2,FUN_000803be,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x000803c2,4,FUN_000803c2,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00080442,2,FUN_00080442,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00080480,14,FUN_00080480,DEFAULT,false,__stdcall,1,0,,1,0,0,0,application,recovered
0x0008048e,14,FUN_0008048e,DEFAULT,false,__stdcall,1,1,,0,0,0,0,application,recovered
0x0008049c,2,FUN_0008049c,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x0008049e,4,FUN_0008049e,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x000804a4,2,FUN_000804a4,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x000805c4,4,FUN_000805c4,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x000805c8,4,FUN_000805c8,DEFAULT,false,__stdcall,2,0,,0,0,0,0,application,recovered
0x000805cc,4,FUN_000805cc,DEFAULT,false,__stdcall,0,0,,0,0,0,0,application,recovered
0x00080680,2,FUN_00080680,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00080682,2,FUN_00080682,DEFAULT,false,__stdcall,1,0,,0,0,0,0,application,recovered
0x00080684,174,FUN_00080684,DEFAULT,false,__stdcall,0,2,,0,0,11,0,application,recovered
0x00080742,88,FUN_00080742,DEFAULT,false,__stdcall,1,1,,0,0,5,0,application,recovered
0x0008079a,90,FUN_0008079a,DEFAULT,false,__stdcall,1,1,,0,0,5,0,application,recovered
0x000807f4,88,FUN_000807f4,DEFAULT,false,__stdcall,1,1,,0,0,5,0,application,recovered
0x0008084c,88,FUN_0008084c,DEFAULT,false,__stdcall,1,1,,0,0,5,0,application,recovered
