region,topology_group_key,shape_sha256,component_hex,component_index,ecu_domain,bus_index,bus_name,gateway_names,junction_name
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 10 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xC7,199,DCM,31,Bus 3,Central Gateway,No. 10 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x28,40,Brake Booster,32,Bus 4,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 8 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,EBU
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x1D,29,HL AutoLeveling/AFS/AHS,33,Bus 5,Central Gateway,No. 1 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x1E,30,HL AutoLeveling/AFS/AHS (Sub),33,Bus 5,Central Gateway,No. 2 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 12 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xA5,165,Front Door RH/R-Mirror (FR-Door/R-Mirror),33,Bus 5,Central Gateway,No. 12 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xA6,166,Front Door LH/L-Mirror (FL-Door/L-Mirror),33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xAB,171,D-Seat,33,Bus 5,Central Gateway,No. 18 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 11 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xB8,184,Back Door,33,Bus 5,Central Gateway,No. 21 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No. 13 Global CAN Junction Connector
EU,0x004C4C13,49d1bd9a214251d8badd53a0101b99142fe9ad3f5eaf4792f78f4715059aacc2,0xD3,211,Acoustic Vehicle Alerting System,34,Bus 6,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x0F,15,Front Radar,29,Bus 1,Central Gateway,FCM
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x10,16,Front Side Radar Master,29,Bus 1,Central Gateway,No. 1 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 11 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x67,103,Clearance Warning (Clearance Sonar),29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x68,104,Parking Assist Monitor System / Rear Camera,29,Bus 1,Central Gateway,No. 10 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x7B,123,Panoramic View Monitor / Circumference Monitoring Camera Control Module,29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x09,9,Motor Generator,30,Bus 2,Central Gateway,BAT
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,MGC
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x16,22,Hybrid Vehicle Control,30,Bus 2,Central Gateway,No. 6 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xD5,213,HV Battery,30,Bus 2,Central Gateway,No. 6 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x74,116,74,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xC7,199,DCM,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xFC,252,FC,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x28,40,Brake Booster,32,Bus 4,Central Gateway,No. 2 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 2 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,EBU
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x1D,29,HL AutoLeveling/AFS/AHS,33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x1E,30,HL AutoLeveling/AFS/AHS (Sub),33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xA5,165,Front Door RH/R-Mirror (FR-Door/R-Mirror),33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xA6,166,Front Door LH/L-Mirror (FL-Door/L-Mirror),33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xA8,168,Multiplex Tilt and Telescopic,33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xAB,171,D-Seat,33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xD3,211,Acoustic Vehicle Alerting System,34,Bus 6,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4E06,4b5b5799dbcd88788263818d1cb72cf14e94c5182f971bcf1c85eb5944b5e6cd,0xB7,183,Remote Engine Starter,35,Bus 7,Central Gateway,
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x0F,15,Front Radar,29,Bus 1,Central Gateway,FCM
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 19 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x67,103,Clearance Warning (Clearance Sonar),29,Bus 1,Central Gateway,No. 18 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x68,104,Parking Assist Monitor System / Rear Camera,29,Bus 1,Central Gateway,No. 22 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,No. 18 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,No. 11 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x19,25,TCM,30,Bus 2,Central Gateway,No. 11 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0xC7,199,DCM,31,Bus 3,Central Gateway,No. 15 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 10 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 13 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 12 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 17 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No. 16 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x36,54,Suspension Control (Air Suspension) Secondary Line,34,Bus 6,Central Gateway,No. 16 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0x38,56,Suspension Control (Air Suspension),34,Bus 6,Central Gateway,No. 16 CAN Junction Connector
EU,0x004C4C48,4b77d7fb4cb8b57e465751d819125a538ebc04a07fe3433d86db8da2817c7f19,0xB7,183,Remote Engine Starter,35,Bus 7,Central Gateway,
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x0F,15,Front Radar,29,Bus 1,Central Gateway,FCM
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x67,103,Clearance Warning (Clearance Sonar),29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x68,104,Parking Assist Monitor System / Rear Camera,29,Bus 1,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x7B,123,Panoramic View Monitor / Circumference Monitoring Camera Control Module,29,Bus 1,Central Gateway,No. 11 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0xC7,199,DCM,31,Bus 3,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0xFC,252,FC,31,Bus 3,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 2 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 6 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0xB5,181,Certification (Smart),33,Bus 5,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0xB8,184,Back Door,33,Bus 5,Central Gateway,No. 6 Global CAN Junction Connector
EU,0x004C4DBD,4b9a4cc4ba3ac13ec56cf78a6b77bbd2ff5c82c60c9b5288a542809442063cab,0x2A,42,Tire Pressure,34,Bus 6,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x0C,12,ITS Connect,29,Bus 1,Central Gateway,No. 8 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x0F,15,Front Radar,29,Bus 1,Central Gateway,FCM
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x10,16,Front Side Radar Master,29,Bus 1,Central Gateway,No. 2 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x41,65,Blind Spot Monitor Master,29,Bus 1,Central Gateway,No. 14 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x67,103,Clearance Warning (Clearance Sonar),29,Bus 1,Central Gateway,No. 15 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x68,104,Parking Assist Monitor System / Rear Camera,29,Bus 1,Central Gateway,No. 16 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x6D,109,Front Camera Module,29,Bus 1,Central Gateway,
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x7B,123,Panoramic View Monitor / Circumference Monitoring Camera Control Module,29,Bus 1,Central Gateway,No. 14 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x09,9,Motor Generator,30,Bus 2,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x13,19,ECM (Engine),30,Bus 2,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x16,22,Hybrid Vehicle Control,30,Bus 2,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x1C,28,Transmission Control,30,Bus 2,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xD5,213,HV Battery,30,Bus 2,Central Gateway,No. 7 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x61,97,Display and Navigation (AVN),31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x62,98,Combination Meter,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x74,116,74,31,Bus 3,Central Gateway,No. 13 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xAE,174,Active Noise Control,31,Bus 3,Central Gateway,No. 13 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xC6,198,DCM2,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xC7,199,DCM,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xDE,222,Rear Console Switch,31,Bus 3,Central Gateway,No. 13 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xFC,252,FC,31,Bus 3,Central Gateway,No. 3 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x28,40,Brake Booster,32,Bus 4,Central Gateway,No. 1 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x29,41,Skid Control (ABS/VSC/TRAC),32,Bus 4,Central Gateway,No. 1 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x32,50,Power Steering (EPS),32,Bus 4,Central Gateway,No. 1 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x47,71,Airbag,32,Bus 4,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xF0,240,Spiral cable (Steering Angle Sensor),32,Bus 4,Central Gateway,No. 4 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x05,5,Power Management,33,Bus 5,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x40,64,Main Body,33,Bus 5,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0x46,70,Air Conditioning Amplifier,33,Bus 5,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xA4,164,Rear Door RH (RR-Door) / RR Door / RH PSD,33,Bus 5,Central Gateway,No. 9 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xA7,167,Rear Door LH (RL-Door) / RL Door / LH PSD,33,Bus 5,Central Gateway,No. 10 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xA8,168,Multiplex Tilt and Telescopic,33,Bus 5,Central Gateway,No. 5 Global CAN Junction Connector
EU,0x004C4CDE,4d41b3f0fa50021dfe1f9aca5d5606b4914ec4922d93e309f4a0f8ebe577aa4b,0xAB,171,D-Seat,33,Bus 5,Central Gateway,No. 10 Global CAN Junction Connector
